"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20220201","5호선","화곡","8399","8782","20220204",""
"20220201","경강선","곤지암","1283","1197","20220204",""
"20220201","경강선","초월","1134","961","20220204",""
"20220201","경강선","경기광주","2482","2311","20220204",""
"20220201","경강선","삼동","562","572","20220204",""
"20220201","경강선","이매","420","317","20220204",""
"20220201","경강선","판교","914","965","20220204",""
"20220201","9호선2~3단계","중앙보훈병원","1939","1900","20220204",""
"20220201","9호선2~3단계","둔촌오륜","227","218","20220204",""
"20220201","9호선2~3단계","올림픽공원(한국체대)","1536","1692","20220204",""
"20220201","9호선2~3단계","한성백제","743","730","20220204",""
"20220201","9호선2~3단계","송파나루","1501","1650","20220204",""
"20220201","9호선2~3단계","석촌","2348","2396","20220204",""
"20220201","9호선2~3단계","석촌고분","1626","1943","20220204",""
"20220201","9호선2~3단계","삼전","1882","2245","20220204",""
"20220201","9호선2~3단계","종합운동장","1025","1071","20220204",""
"20220201","9호선2~3단계","봉은사","5174","5635","20220204",""
"20220201","9호선2~3단계","삼성중앙","879","960","20220204",""
"20220201","9호선2~3단계","선정릉","1137","1538","20220204",""
"20220201","9호선2~3단계","언주","1338","1440","20220204",""
"20220201","9호선","신논현","6205","6213","20220204",""
"20220201","9호선","사평","820","863","20220204",""
"20220201","9호선","고속터미널","7335","4824","20220204",""
"20220201","9호선","신반포","537","539","20220204",""
"20220201","9호선","구반포","230","202","20220204",""
"20220201","9호선","동작(현충원)","803","664","20220204",""
"20220201","9호선","흑석(중앙대입구)","2146","2272","20220204",""
"20220201","9호선","노들","1243","1188","20220204",""
"20220201","9호선","노량진","7781","9072","20220204",""
"20220201","9호선","샛강","732","753","20220204",""
"20220201","9호선","여의도","2734","2738","20220204",""
"20220201","9호선","국회의사당","1118","1172","20220204",""
"20220201","9호선","당산","4156","4902","20220204",""
"20220201","9호선","선유도","1393","1643","20220204",""
"20220201","9호선","신목동","996","905","20220204",""
"20220201","9호선","염창","4572","5255","20220204",""
"20220201","9호선","등촌","2940","3445","20220204",""
"20220201","9호선","증미","1612","1868","20220204",""
"20220201","9호선","가양","5635","6248","20220204",""
"20220201","9호선","양천향교","2297","2680","20220204",""
"20220201","9호선","마곡나루(서울식물원)","2564","2989","20220204",""
"20220201","9호선","신방화","2125","2147","20220204",""
"20220201","9호선","공항시장","1045","1216","20220204",""
"20220201","9호선","김포공항","6900","8777","20220204",""
"20220201","9호선","개화","493","464","20220204",""
"20220201","8호선","남위례","981","1077","20220204",""
"20220201","8호선","모란","1571","1264","20220204",""
"20220201","8호선","수진","1764","1739","20220204",""
"20220201","8호선","신흥","1516","1698","20220204",""
"20220201","8호선","단대오거리","3254","3349","20220204",""
"20220201","8호선","남한산성입구(성남법원.검찰청)","3982","3878","20220204",""
"20220201","8호선","산성","1703","1711","20220204",""
"20220201","8호선","복정","2217","1917","20220204",""
"20220201","8호선","장지","3792","3775","20220204",""
"20220201","8호선","문정","1997","2380","20220204",""
"20220201","8호선","가락시장","1471","1654","20220204",""
"20220201","8호선","송파","1795","1978","20220204",""
"20220201","8호선","석촌","2042","2615","20220204",""
"20220201","8호선","잠실(송파구청)","5356","5827","20220204",""
"20220201","8호선","몽촌토성(평화의문)","1702","1874","20220204",""
"20220201","8호선","강동구청","2538","2726","20220204",""
"20220201","8호선","천호(풍납토성)","4256","5224","20220204",""
"20220201","8호선","암사","5024","5046","20220204",""
"20220201","7호선","상동","1","0","20220204",""
"20220201","7호선","춘의","1","0","20220204",""
"20220201","7호선","온수(성공회대입구)","2528","2627","20220204",""
"20220201","7호선","천왕","3028","3074","20220204",""
"20220201","7호선","광명사거리","7645","7716","20220204",""
"20220201","7호선","철산","6028","6334","20220204",""
"20220201","7호선","가산디지털단지","4948","5187","20220204",""
"20220201","7호선","남구로","4806","5069","20220204",""
"20220201","7호선","대림(구로구청)","4338","4420","20220204",""
"20220201","7호선","신풍","3607","3758","20220204",""
"20220201","7호선","보라매","2263","2547","20220204",""
"20220201","7호선","신대방삼거리","4646","5476","20220204",""
"20220201","7호선","장승배기","2932","3288","20220204",""
"20220201","7호선","상도","2789","3068","20220204",""
"20220201","7호선","숭실대입구(살피재)","3101","3689","20220204",""
"20220201","7호선","남성","3159","3420","20220204",""
"20220201","7호선","이수","3877","3929","20220204",""
"20220201","7호선","내방","2397","2608","20220204",""
"20220201","7호선","고속터미널","14674","3901","20220204",""
"20220201","7호선","반포","1234","1041","20220204",""
"20220201","7호선","논현","2569","3009","20220204",""
"20220201","7호선","학동","1984","2099","20220204",""
"20220201","7호선","강남구청","1893","2225","20220204",""
"20220201","7호선","청담","2504","2715","20220204",""
"20220201","7호선","뚝섬유원지","2559","2647","20220204",""
"20220201","7호선","건대입구","3613","3950","20220204",""
"20220201","7호선","어린이대공원(세종대)","3607","4112","20220204",""
"20220201","7호선","군자(능동)","4190","3840","20220204",""
"20220201","7호선","중곡","3003","3321","20220204",""
"20220201","7호선","용마산(용마폭포공원)","2141","2265","20220204",""
"20220201","7호선","사가정","5500","5712","20220204",""
"20220201","7호선","면목","5176","5444","20220204",""
"20220201","7호선","상봉(시외버스터미널)","5341","5324","20220204",""
"20220201","7호선","중화","3477","3614","20220204",""
"20220201","7호선","먹골","3365","3511","20220204",""
"20220201","7호선","태릉입구","2533","2507","20220204",""
"20220201","7호선","공릉(서울과학기술대)","3571","3905","20220204",""
"20220201","7호선","하계","5236","5051","20220204",""
"20220201","7호선","중계","4459","4287","20220204",""
"20220201","7호선","노원","5414","5413","20220204",""
"20220201","7호선","마들","4277","4279","20220204",""
"20220201","7호선","수락산","4495","4272","20220204",""
"20220201","7호선","도봉산","2726","3688","20220204",""
"20220201","7호선","장암","602","317","20220204",""
"20220201","6호선","봉화산(서울의료원)","2543","2554","20220204",""
"20220201","6호선","화랑대(서울여대입구)","2884","2600","20220204",""
"20220201","6호선","태릉입구","1658","1868","20220204",""
"20220201","6호선","석계","4275","4287","20220204",""
"20220201","6호선","돌곶이","2884","2956","20220204",""
"20220201","6호선","상월곡(한국과학기술연구원)","2021","1933","20220204",""
"20220201","6호선","월곡(동덕여대)","3301","3423","20220204",""
"20220201","6호선","고려대(종암)","2391","2585","20220204",""
"20220201","6호선","안암(고대병원앞)","1998","2204","20220204",""
"20220201","6호선","보문","2618","2724","20220204",""
"20220201","6호선","창신","1054","999","20220204",""
"20220201","6호선","동묘앞","2419","2519","20220204",""
"20220201","6호선","신당","1734","1783","20220204",""
"20220201","6호선","청구","1117","1102","20220204",""
"20220201","6호선","약수","1003","1041","20220204",""
"20220201","6호선","버티고개","564","662","20220204",""
"20220201","6호선","한강진","1445","1811","20220204",""
"20220201","6호선","이태원","5200","5447","20220204",""
"20220201","6호선","녹사평(용산구청)","1759","1669","20220204",""
"20220201","6호선","삼각지","1597","1189","20220204",""
"20220201","6호선","효창공원앞","1825","1723","20220204",""
"20220201","6호선","공덕","3382","3440","20220204",""
"20220201","6호선","대흥(서강대앞)","1861","2071","20220204",""
"20220201","6호선","광흥창(서강)","1973","2015","20220204",""
"20220201","6호선","상수","2406","2870","20220204",""
"20220201","6호선","합정","4105","3624","20220204",""
"20220201","6호선","망원","4243","4870","20220204",""
"20220201","6호선","마포구청","4134","4230","20220204",""
"20220201","6호선","월드컵경기장(성산)","1909","1794","20220204",""
"20220201","6호선","디지털미디어시티","3213","3400","20220204",""
"20220201","6호선","증산(명지대앞)","3625","3783","20220204",""
"20220201","6호선","새절(신사)","4227","4394","20220204",""
"20220201","6호선","구산","2484","1996","20220204",""
"20220201","6호선","독바위","1079","1171","20220204",""
"20220201","6호선","불광","1321","1239","20220204",""
"20220201","6호선","역촌","1395","1839","20220204",""
"20220201","6호선","응암","5918","6290","20220204",""
"20220201","5호선","하남검단산","2724","2538","20220204",""
"20220201","5호선","하남시청(덕풍·신장)","2455","2400","20220204",""
"20220201","5호선","하남풍산","1113","1074","20220204",""
"20220201","5호선","미사","4681","5122","20220204",""
"20220201","5호선","강일","1166","1235","20220204",""
"20220201","5호선","마천","2114","2303","20220204",""
"20220201","5호선","거여","2410","2379","20220204",""
"20220201","5호선","개롱","1514","1682","20220204",""
"20220201","5호선","오금","807","790","20220204",""
"20220201","5호선","방이","1634","1657","20220204",""
"20220201","5호선","올림픽공원(한국체대)","1043","940","20220204",""
"20220201","5호선","둔촌동","2011","2127","20220204",""
"20220201","5호선","상일동","3804","3470","20220204",""
"20220201","5호선","고덕","2097","2146","20220204",""
"20220201","5호선","명일","2253","2212","20220204",""
"20220201","5호선","굽은다리(강동구민회관앞)","3068","3055","20220204",""
"20220201","5호선","길동","2197","2419","20220204",""
"20220201","5호선","강동","4941","5373","20220204",""
"20220201","5호선","천호(풍납토성)","5469","5461","20220204",""
"20220201","5호선","광나루(장신대)","3779","3373","20220204",""
"20220201","5호선","아차산(어린이대공원후문)","5092","5134","20220204",""
"20220201","5호선","군자(능동)","3249","3901","20220204",""
"20220201","5호선","장한평","3985","4332","20220204",""
"20220201","5호선","답십리","4426","4588","20220204",""
"20220201","5호선","마장","1650","1627","20220204",""
"20220201","5호선","왕십리(성동구청)","1441","1611","20220204",""
"20220201","5호선","행당","2461","2231","20220204",""
"20220201","5호선","신금호","1993","2082","20220204",""
"20220201","5호선","청구","1167","1110","20220204",""
"20220201","5호선","동대문역사문화공원(DDP)","356","486","20220204",""
"20220201","5호선","을지로4가","515","546","20220204",""
"20220201","5호선","종로3가","4344","4035","20220204",""
"20220201","5호선","광화문(세종문화회관)","5385","5269","20220204",""
"20220201","5호선","서대문","2653","2592","20220204",""
"20220201","5호선","충정로(경기대입구)","766","776","20220204",""
"20220201","5호선","애오개","1479","1547","20220204",""
"20220201","5호선","공덕","2180","2417","20220204",""
"20220201","5호선","마포","2474","2567","20220204",""
"20220201","5호선","여의나루","1648","1642","20220204",""
"20220201","5호선","여의도","2719","2862","20220204",""
"20220201","5호선","신길","936","1238","20220204",""
"20220201","5호선","영등포시장","2202","2577","20220204",""
"20220201","5호선","영등포구청","683","784","20220204",""
"20220201","5호선","양평","1373","1659","20220204",""
"20220201","5호선","오목교(목동운동장앞)","4431","4684","20220204",""
"20220201","5호선","목동","4353","4742","20220204",""
